timestamp,open,high,low,close,volume
2025-04-08 05:15:00,512.72,512.8,512.44,512.48,8580
2025-04-08 05:20:00,512.48,512.55,512.0,512.11,8144
2025-04-08 05:25:00,511.83,511.84,511.35,511.63,7451
2025-04-08 05:30:00,511.78,512.13,511.72,512.11,2863
2025-04-08 05:35:00,511.99,512.33,511.64,512.33,10972
2025-04-08 05:40:00,512.39,512.71,512.13,512.47,4869
2025-04-08 05:45:00,512.43,512.43,511.58,511.8,3561
2025-04-08 05:50:00,511.89,512.09,511.5,511.5,8997
2025-04-08 05:55:00,511.22,511.28,510.61,510.67,7436
2025-04-08 06:00:00,510.59,511.08,510.0,511.08,23922
2025-04-08 06:05:00,511.31,511.35,511.0,511.1,10542
2025-04-08 06:10:00,511.25,511.29,510.32,510.49,10128
2025-04-08 06:15:00,510.5,510.85,510.19,510.68,12712
2025-04-08 06:20:00,510.51,510.9,510.32,510.9,22015
2025-04-08 06:25:00,510.9,511.35,510.72,511.14,33958
2025-04-08 06:30:00,511.08,511.56,511.0,511.48,8920
2025-04-08 06:35:00,511.46,512.17,511.45,511.98,10463
2025-04-08 06:40:00,512.1,512.76,512.05,512.33,19492
2025-04-08 06:45:00,512.3,512.35,511.7,511.7,21856
2025-04-08 06:50:00,511.45,511.79,511.26,511.67,63470
2025-04-08 06:55:00,511.86,511.98,511.57,511.74,37764
2025-04-08 07:00:00,511.94,512.46,511.8,512.29,46353
2025-04-08 07:05:00,512.05,512.54,511.81,512.47,22176
2025-04-08 07:10:00,512.4,512.85,511.36,511.63,124942
2025-04-08 07:15:00,511.58,513.77,511.19,512.24,99299
2025-04-08 07:20:00,512.24,513.4,512.24,513.04,31493
2025-04-08 07:25:00,512.92,513.21,512.55,513.2,47798
2025-04-08 07:30:00,513.13,514.52,512.98,514.5,65768
2025-04-08 07:35:00,514.55,517.06,514.54,516.0,134318
2025-04-08 07:40:00,515.99,516.44,515.26,516.29,138274
2025-04-08 07:45:00,516.2,516.34,515.63,516.22,102382
2025-04-08 07:50:00,516.2,517.26,516.2,517.0,108376
2025-04-08 07:55:00,516.98,518.3,516.59,518.22,63608
2025-04-08 08:00:00,518.0,518.66,509.04,517.2,338719
2025-04-08 08:05:00,517.0,519.14,516.9,518.83,76097
2025-04-08 08:10:00,518.85,519.3,518.02,518.05,214974
2025-04-08 08:15:00,518.13,518.3204,517.45,518.2,74788
2025-04-08 08:20:00,518.02,518.08,516.7,517.09,220911
2025-04-08 08:25:00,517.04,518.71,516.6,518.01,108588
2025-04-08 08:30:00,517.68,518.19,517.11,517.38,56738
2025-04-08 08:35:00,517.41,517.71,516.83,516.9401,55808
2025-04-08 08:40:00,516.95,517.08,515.8,516.48,155029
2025-04-08 08:45:00,516.51,517.21,516.0,516.53,99689
2025-04-08 08:50:00,516.499,517.03,516.2301,516.59,53121
2025-04-08 08:55:00,516.69,517.43,516.29,517.03,67448
2025-04-08 09:00:00,517.0,518.0,516.49,517.85,254127
2025-04-08 09:05:00,517.78,520.09,517.54,519.23,630900
2025-04-08 09:10:00,519.38,520.38,518.72,520.08,551569
2025-04-08 09:15:00,520.13,521.45,519.49,520.5,462105
2025-04-08 09:20:00,520.5,521.3,520.0,520.2,413777
2025-04-08 09:25:00,520.26,522.2,520.0,521.95,497763
2025-04-08 09:30:00,521.87,522.17,520.0,520.48,3661655
2025-04-08 09:35:00,520.51,520.75,517.79,519.02,2529322
2025-04-08 09:40:00,519.04,520.56,518.31,519.6801,2124428
2025-04-08 09:45:00,519.69,521.46,519.01,519.41,1632924
2025-04-08 09:50:00,519.48,522.02,518.74,521.6,1705585
2025-04-08 09:55:00,521.6,523.29,521.08,522.5926,1340382
2025-04-08 10:00:00,522.59,523.78,522.14,523.17,1301884
2025-04-08 10:05:00,523.21,524.28,522.16,524.06,1515141
2025-04-08 10:10:00,524.1,524.44,522.54,523.78,878803
2025-04-08 10:15:00,523.79,524.98,523.52,524.04,1253103
2025-04-08 10:20:00,524.07,524.95,522.93,523.0534,894640
2025-04-08 10:25:00,523.12,524.94,522.81,523.37,1098945
2025-04-08 10:30:00,523.36,523.99,522.335,523.85,844022
2025-04-08 10:35:00,523.76,524.21,522.66,523.8,618328
2025-04-08 10:40:00,523.81,523.9,521.46,521.55,1006355
2025-04-08 10:45:00,521.53,522.42,520.55,520.83,1189654
2025-04-08 10:50:00,520.8,521.1114,519.64,519.75,835617
2025-04-08 10:55:00,519.78,519.83,517.81,517.85,987389
2025-04-08 11:00:00,517.86,519.27,517.61,518.9,990515
2025-04-08 11:05:00,518.92,518.92,516.9,517.7083,976805
2025-04-08 11:10:00,517.74,517.91,515.495,515.8701,1066645
2025-04-08 11:15:00,515.91,516.25,514.21,516.04,1513871
2025-04-08 11:20:00,516.05,517.07,514.36,514.76,1399219
2025-04-08 11:25:00,514.74,515.85,514.1,514.16,786365
2025-04-08 11:30:00,514.19,516.08,514.0,515.83,810576
2025-04-08 11:35:00,515.84,518.01,515.42,517.38,1163108
2025-04-08 11:40:00,517.4,518.525,517.1009,517.43,772017
2025-04-08 11:45:00,517.41,518.18,515.36,515.675,661691
2025-04-08 11:50:00,515.7,516.045,514.235,515.6,843284
2025-04-08 11:55:00,515.6,517.03,515.32,516.77,886654
2025-04-08 12:00:00,516.74,516.9,515.68,516.44,477927
2025-04-08 12:05:00,516.43,517.29,515.43,515.64,589520
2025-04-08 12:10:00,515.62,516.98,515.3,515.35,427859
2025-04-08 12:15:00,515.315,515.49,513.04,513.36,900985
2025-04-08 12:20:00,513.37,513.7031,511.86,512.24,889676
2025-04-08 12:25:00,512.19,514.0,511.8,513.96,937147
2025-04-08 12:30:00,513.95,514.6,510.38,511.9,2158736
2025-04-08 12:35:00,511.9,512.66,508.63,509.14,1804167
2025-04-08 12:40:00,509.14,509.74,507.58,508.54,1978643
2025-04-08 12:45:00,508.52,511.5,508.0001,510.25,3061372
2025-04-08 12:50:00,510.23,510.79,508.94,509.265,1193199
2025-04-08 12:55:00,509.28,510.6,507.02,507.1442,1321075
2025-04-08 13:00:00,507.08,507.82,505.9,507.65,1430428
2025-04-08 13:05:00,507.62,508.57,504.73,504.928,1607066
2025-04-08 13:10:00,504.9,505.65,503.47,505.08,2162565
2025-04-08 13:15:00,505.09,506.8,504.84,505.26,1902094
2025-04-08 13:20:00,505.25,505.65,503.7,504.57,1332120
2025-04-08 13:25:00,504.57,505.08,502.25,502.45,1312112
2025-04-08 13:30:00,502.37,503.75,502.09,502.27,1020982
2025-04-08 13:35:00,502.33,505.73,502.03,505.14,2451311
2025-04-08 13:40:00,505.12,509.11,505.04,507.78,1653207
2025-04-08 13:45:00,507.8,507.93,505.06,505.33,1206144
2025-04-08 13:50:00,505.3,506.9,504.48,505.28,730042
2025-04-08 13:55:00,505.24,507.01,505.15,506.72,495808
2025-04-08 14:00:00,506.76,507.12,505.4,505.93,880866
2025-04-08 14:05:00,505.95,506.02,503.84,504.38,765589
2025-04-08 14:10:00,504.425,504.91,503.0,503.4,568028
2025-04-08 14:15:00,503.42,506.11,503.215,505.79,1001716
2025-04-08 14:20:00,505.79,505.98,504.33,504.9,611136
2025-04-08 14:25:00,504.92,505.03,502.07,502.41,713912
2025-04-08 14:30:00,502.44,507.82,502.44,503.58,2351950
2025-04-08 14:35:00,503.52,503.71,501.63,502.76,1229815
2025-04-08 14:40:00,502.76,502.86,501.4,501.529,770576
2025-04-08 14:45:00,501.53,504.0,501.53,503.31,1092809
2025-04-08 14:50:00,503.355,504.19,502.55,502.86,728205
2025-04-08 14:55:00,502.85,503.09,501.63,501.69,662746
2025-04-08 15:00:00,501.71,502.12,500.17,500.37,855563
2025-04-08 15:05:00,500.36,500.76,497.56,497.67,1767498
2025-04-08 15:10:00,497.66,498.56,496.33,496.61,1718575
2025-04-08 15:15:00,496.5808,496.97,494.34,495.18,2410052
2025-04-08 15:20:00,495.04,497.07,494.795,496.99,1903462
2025-04-08 15:25:00,496.98,498.62,496.79,497.51,1699688
2025-04-08 15:30:00,497.53,497.59,495.2,495.29,1400935
2025-04-08 15:35:00,495.32,495.33,491.0,491.48,3417760
2025-04-08 15:40:00,491.5,493.8,490.5,490.605,3730203
2025-04-08 15:45:00,490.63,491.64,489.16,489.39,3689173
2025-04-08 15:50:00,489.38,496.36,489.37,495.93,4396223
2025-04-08 15:55:00,495.93,497.46,493.94,496.74,7401530
2025-04-08 16:00:00,496.75,497.49,486.2007,496.92,4432692
2025-04-08 16:05:00,496.9,498.64,496.38,497.3,809068
2025-04-08 16:10:00,497.27,497.63,495.9,496.25,497619
2025-04-08 16:15:00,496.25,496.75,495.75,495.9,256780
2025-04-08 16:20:00,495.96,496.0,494.3,494.3296,169188
2025-04-08 16:25:00,494.35,494.93,493.98,494.68,209410
2025-04-08 16:30:00,494.68,495.21,494.64,494.83,98078
2025-04-08 16:35:00,494.78,495.68,494.78,494.93,99479
2025-04-08 16:40:00,494.93,495.4,494.8,495.23,58444
2025-04-08 16:45:00,495.21,496.0799,495.15,495.99,82264
2025-04-08 16:50:00,496.04,496.38,495.74,495.96,110943
2025-04-08 16:55:00,495.96,496.31,495.7,496.0,144189
2025-04-08 17:00:00,495.95,496.26,495.88,496.1479,16092
2025-04-08 17:05:00,496.0,496.12,495.8183,495.9,6560
2025-04-08 17:10:00,495.93,495.93,495.65,495.76,42080
2025-04-08 17:15:00,495.781,495.83,495.57,495.57,47425
2025-04-08 17:20:00,495.59,495.76,495.5,495.63,28524
2025-04-08 17:25:00,495.63,495.9,495.55,495.87,20753
2025-04-08 17:30:00,495.8699,496.39,495.84,496.0,12950
2025-04-08 17:35:00,496.0301,496.26,496.03,496.15,5452
2025-04-08 17:40:00,496.16,496.365,496.15,496.27,21754
2025-04-08 17:45:00,496.3,496.5,496.2,496.2985,109221
2025-04-08 17:50:00,496.29,496.39,496.2,496.25,60140
2025-04-08 17:55:00,496.25,496.25,495.85,495.85,17609
2025-04-08 18:00:00,495.84,496.22,492.0,492.9,206560
2025-04-08 18:05:00,492.91,493.72,492.05,492.68,152103
2025-04-08 18:10:00,492.65,493.18,492.33,492.74,49332
2025-04-08 18:15:00,492.79,492.8799,491.51,491.91,96544
2025-04-08 18:20:00,492.09,492.49,489.93,490.66,127472
2025-04-08 18:25:00,490.76,491.9,490.73,491.3801,42371
2025-04-08 18:30:00,491.6,492.25,490.98,490.98,28163
2025-04-08 18:35:00,491.35,491.77,490.2,491.34,24275
2025-04-08 18:40:00,491.25,492.0,490.35,491.64,17124
2025-04-08 18:45:00,491.611,492.26,491.611,492.02,23010
2025-04-08 18:50:00,492.1,492.68,491.59,491.981,19730
2025-04-08 18:55:00,492.099,492.52,491.8,492.25,20180
2025-04-08 19:00:00,492.15,492.15,490.8903,491.08,39664
2025-04-08 19:05:00,491.06,491.3391,490.411,490.95,34250
2025-04-08 19:10:00,490.94,491.1,490.34,490.34,17674
2025-04-08 19:15:00,490.25,490.38,488.52,489.6,73286
2025-04-08 19:20:00,489.49,489.6,488.1,488.6,69669
2025-04-08 19:25:00,488.68,489.3,487.82,488.1,54424
2025-04-08 19:30:00,488.2,488.3894,487.95,488.0,50188
2025-04-08 19:35:00,488.0,489.06,488.0,488.91,71515
2025-04-08 19:40:00,488.95,489.26,487.83,487.9,21295
2025-04-08 19:45:00,487.75,490.0,487.75,489.7035,91064
2025-04-08 19:50:00,489.73,490.0465,489.0,489.64,26048
2025-04-08 19:55:00,489.8,490.6,489.37,490.5665,64533
2025-04-09 04:00:00,490.62,499.72,489.22,497.32,76972
2025-04-09 04:05:00,497.18,497.18,495.4,495.67,71331
2025-04-09 04:10:00,495.91,496.67,494.73,495.4,74848
2025-04-09 04:15:00,495.43,496.68,495.33,496.68,25533
2025-04-09 04:20:00,496.5,496.5,495.84,496.48,2297
2025-04-09 04:25:00,497.3,497.31,494.82,494.82,25066
2025-04-09 04:30:00,494.81,494.81,492.15,493.31,20060
2025-04-09 04:35:00,493.27,495.35,493.27,494.68,17949
2025-04-09 04:40:00,494.88,496.55,494.88,496.1,20728
2025-04-09 04:45:00,496.14,496.94,495.99,496.63,13799
2025-04-09 04:50:00,496.11,497.72,495.66,497.1,78248
2025-04-09 04:55:00,497.16,498.17,497.1,498.04,15782
2025-04-09 05:00:00,498.03,498.27,497.0,497.0,14882
2025-04-09 05:05:00,496.86,497.75,496.73,497.75,12697
2025-04-09 05:10:00,497.78,499.05,497.78,498.24,21314
2025-04-09 05:15:00,498.01,498.7,497.69,498.0,10029
2025-04-09 05:20:00,498.28,498.32,497.5,497.5,16091
2025-04-09 05:25:00,497.01,497.69,496.63,497.5,23603
2025-04-09 05:30:00,497.76,497.99,497.0,497.22,7537
2025-04-09 05:35:00,497.0,497.5,496.4,496.4,4933
2025-04-09 05:40:00,496.41,496.58,495.86,496.05,4976
2025-04-09 05:45:00,496.1,496.1,494.8,494.8,11685
2025-04-09 05:50:00,494.81,495.35,494.55,494.75,6006
2025-04-09 05:55:00,495.03,496.0,495.01,495.64,16766
2025-04-09 06:00:00,495.19,496.34,494.45,494.62,14433
2025-04-09 06:05:00,494.57,494.96,493.46,494.96,23628
2025-04-09 06:10:00,495.0,495.49,494.4,495.47,22106
2025-04-09 06:15:00,495.5,495.52,493.45,493.45,6878
2025-04-09 06:20:00,493.35,493.45,492.31,492.33,40884
2025-04-09 06:25:00,492.5,494.0,492.38,493.55,21521
2025-04-09 06:30:00,493.57,493.86,491.99,492.48,23137
2025-04-09 06:35:00,492.58,493.56,492.44,493.5,8016
2025-04-09 06:40:00,493.6,494.98,493.41,494.41,77048
2025-04-09 06:45:00,494.33,496.29,494.12,495.68,24833
2025-04-09 06:50:00,495.64,497.47,495.64,497.1,116308
2025-04-09 06:55:00,496.85,498.25,494.43,494.7,113660
2025-04-09 07:00:00,494.72,494.99,487.35,489.29,757262
2025-04-09 07:05:00,489.26,491.0,487.99,488.71,292965
2025-04-09 07:10:00,488.73,490.85,488.2,490.85,135094
2025-04-09 07:15:00,490.88,493.16,489.6,491.03,209793
2025-04-09 07:20:00,491.21,491.42,489.4,490.48,74945
2025-04-09 07:25:00,490.39,491.75,490.12,490.54,99391
2025-04-09 07:30:00,490.64,490.8,488.11,488.41,128435
2025-04-09 07:35:00,488.34,488.96,486.49,486.72,215731
2025-04-09 07:40:00,486.6,487.0,485.28,486.08,182887
2025-04-09 07:45:00,485.93,493.18,485.43,489.32,458854
